iter	RMSE
144	14.16697974
145	14.11997187
146	14.09405752
147	14.07601719
148	14.06417714
149	14.0484466
150	14.02816952
151	14.00418881
152	13.97674819
153	13.94735585
154	13.91411801
155	13.89988026
156	13.89117085
157	13.87370538
158	13.84592944
159	13.81198318
160	13.7853464
161	13.76807717
162	13.75719643
163	13.74076914
164	13.7149776
165	13.69425031
166	13.68201586
167	13.66506548
168	13.64445278
169	13.62976088
170	13.61113705
171	13.58527942
172	13.55471083
173	13.53876611
174	13.52845928
175	13.50931698
176	13.48596032
177	13.47478838
178	13.45246209
179	13.44149605
180	13.41497298
181	13.39471368
182	13.39373649
183	13.36758906
184	13.35595764
185	13.34233361
186	13.32596925
187	13.31562899
188	13.3045484
189	13.28681811
190	13.27712126
191	13.26665869
192	13.24217607
193	13.22425716
194	13.21046008
195	13.19368641
196	13.18021217
197	13.16820908
198	13.16017636
199	13.14385345
200	13.12902198
201	13.1089326
202	13.09647907
203	13.08423974
204	13.06819747
205	13.05553259
206	13.04204584
207	13.02613771
208	13.01098787
209	12.99709065
210	12.9875116
211	12.9649681
212	12.95760098
213	12.95184667
214	12.94100302
215	12.93316311
216	12.92290729
217	12.9125179
218	12.90081512
219	12.8903431
220	12.87780896
221	12.86645116
222	12.85109748
223	12.83191263
224	12.81978478
225	12.8101732
226	12.78876842
227	12.77066497
228	12.75504259
229	12.74754453
230	12.73992942
231	12.72722943
232	12.71853878
233	12.70726601
234	12.69066327
235	12.68144926
236	12.66555138
237	12.65309047
238	12.6392028
239	12.62790353
240	12.61576826
241	12.60386724
242	12.59653811
243	12.5815375
244	12.57204735
245	12.56242334
246	12.55381211
247	12.54641156
248	12.53656829
249	12.52761934
250	12.52132988
251	12.51249068
252	12.50161005
253	12.49658954
254	12.47624013
255	12.46490062
256	12.45298577
257	12.4458622
258	12.4310118
259	12.42064748
260	12.4103575
261	12.39655735
262	12.39490085
263	12.38836853
264	12.37747776
265	12.36892327
266	12.36374666
267	12.3601839
268	12.35947564
269	12.35065175
270	12.34422322
271	12.33434835
272	12.32361937
273	12.3221956
274	12.31567559
275	12.30637037
276	12.29685998
277	12.28713263
278	12.27722422
279	12.26925513
280	12.26057387
281	12.25355654
282	12.24497614
283	12.23597602
284	12.22493496
285	12.21470715
286	12.20757305
287	12.20272384
288	12.19631522
289	12.18247253
290	12.17452495
291	12.16194833
292	12.15227279
293	12.14891307
294	12.14114284
295	12.13567022
296	12.12116799
297	12.11181941
298	12.10730543
299	12.10711399
300	12.09869486
301	12.0921728
302	12.0806347
303	12.07295571
304	12.06502943
305	12.06009009
306	12.0421377
307	12.03673256
308	12.02953537
309	12.02149609
310	12.02006789
311	12.0135777
312	12.0074427
313	12.0010913
314	11.99897291
315	11.991236
316	11.98674669
317	11.98466325
318	11.97514613
319	11.96709357
320	11.95996043
321	11.95150481
322	11.93880704
323	11.93019641
324	11.92359129
325	11.91438941
326	11.91153004
327	11.9056549
328	11.8975651
329	11.89468768
330	11.88889092
331	11.88530977
332	11.87812622
333	11.87685122
334	11.87051142
335	11.86320921
336	11.85932282
337	11.85188279
338	11.8483024
339	11.84438046
340	11.8383336
341	11.83739063
342	11.83636103
343	11.83101056
344	11.8301184
345	11.82749567
346	11.82637433
347	11.82504661
348	11.81980548
349	11.81240324
350	11.81100515
351	11.80361239
352	11.79770986
353	11.78540838
354	11.78168801
355	11.78005585
356	11.77130466
357	11.76684159
358	11.75768774
359	11.75203993
360	11.74589436
361	11.74191228
362	11.73415193
363	11.73344445
364	11.72659364
365	11.72404585
366	11.7196098
367	11.71514805
368	11.71130315
369	11.70692372
370	11.70303713
371	11.68869972
372	11.68513147
373	11.67874079
374	11.66650425
375	11.65912041
376	11.64948848
377	11.6436055
378	11.638541
379	11.63558438
380	11.62906018
381	11.62554382
382	11.6200073
383	11.6167693
384	11.61213347
385	11.609984
386	11.60364216
387	11.59840643
388	11.59304503
389	11.5870151
390	11.58165676
391	11.57728179
392	11.57485878
393	11.56619304
394	11.56109695
395	11.55883026
396	11.55354465
397	11.549279
398	11.54541589
399	11.54071557
400	11.53413187
401	11.52749324
402	11.5232743
403	11.51644336
404	11.51123467
405	11.50689992
406	11.50224439
407	11.49901969
408	11.49407012
409	11.48725425
410	11.48228242
411	11.47942862
412	11.4762749
413	11.47157211
414	11.46751794
415	11.46206749
416	11.45928752
417	11.4504456
418	11.4470307
419	11.44251687
420	11.43967994
421	11.43416086
422	11.42373085
423	11.41837378
424	11.41501257
425	11.41209625
426	11.40883384
427	11.39913635
428	11.39482526
429	11.39116953
430	11.38828745
431	11.38420485
432	11.37571791
433	11.36808465
434	11.36791846
435	11.36416427
436	11.35249608
437	11.34897655
438	11.34431906
439	11.34081468
440	11.3338155
441	11.32805751
442	11.32458896
443	11.32054599
444	11.31690708
445	11.31270947
446	11.30971775
447	11.3068739
448	11.30137289
449	11.29899069
450	11.29373653
451	11.29288022
452	11.29017465
453	11.28775943
454	11.28015653
455	11.27207998
456	11.26639655
457	11.26155008
458	11.25917909
459	11.2468597
460	11.24307602
461	11.23929657
462	11.23478044
463	11.23112902
464	11.22657402
465	11.22016415
466	11.21271175
467	11.20839673
468	11.20536707
469	11.20272955
470	11.19423864
471	11.19409746
472	11.190321
473	11.18645152
474	11.17986118
475	11.1761229
476	11.1715913
477	11.16873835
478	11.16572164
479	11.1596569
480	11.15732891
481	11.15430117
482	11.149859
483	11.14684072
484	11.14619747
485	11.14179404
486	11.1391082
487	11.12982414
488	11.12592248
489	11.12101845
490	11.11762249
491	11.11325221
492	11.11088685
493	11.10625071
494	11.0966183
495	11.09346283
496	11.09194669
497	11.08754307
498	11.07916216
499	11.07699428
500	11.07380673
501	11.06739446
502	11.06053185
503	11.0595388
504	11.05461641
505	11.05081087
506	11.04645652
507	11.04403868
508	11.03966425
509	11.03652665
510	11.02934993
511	11.0250601
512	11.02130241
513	11.01898535
514	11.01809086
515	11.01725054
516	11.01387878
517	11.00936885
518	11.00054007
519	11.00038573
520	10.99500756
521	10.99130638
522	10.98793047
523	10.98485034
524	10.97849044
525	10.97511951
526	10.969436
527	10.96236136
528	10.95860556
529	10.95777749
530	10.95703287
531	10.95026014
532	10.94815615
533	10.94316485
534	10.9404545
535	10.93678828
536	10.93458877
537	10.93202326
538	10.92599148
539	10.91858679
540	10.91685024
541	10.91432612
542	10.91419034
543	10.91185945
544	10.90503626
545	10.90151616
546	10.89673083
547	10.88954644
548	10.88854804
549	10.88844569
550	10.88252043
551	10.88065634
552	10.87435037
553	10.87293333
554	10.87040089
555	10.86905304
556	10.86719052
557	10.85715261
558	10.85350278
559	10.85295115
560	10.84169805
561	10.83846652
562	10.8347501
563	10.83329336
564	10.83157108
565	10.82624697
566	10.81970022
567	10.81806131
568	10.81497959
569	10.81003061
570	10.80791685
571	10.80679887
572	10.80541693
573	10.79979738
574	10.79792494
575	10.79493388
576	10.78912626
577	10.78681986
578	10.7795833
579	10.77675822
580	10.77415489
581	10.76979666
582	10.76847549
583	10.76806223
584	10.76320284
585	10.7582092
586	10.7559626
587	10.7519167
588	10.75058152
589	10.74746795
590	10.74446395
591	10.74381858
592	10.74168902
593	10.73524969
594	10.73055173
595	10.72558439
596	10.72424641
597	10.7223094
598	10.71686246
599	10.71098301
600	10.70819022
601	10.70590402
602	10.7036061
603	10.69735267
604	10.69350269
605	10.68901601
606	10.68582668
607	10.68315616
608	10.68058094
609	10.6798865
610	10.67665099
611	10.66498858
612	10.65630158
613	10.65550475
614	10.65157217
615	10.65146512
616	10.64366761
617	10.64353423
618	10.64073764
619	10.63948963
620	10.63860454
621	10.63687399
622	10.63350738
623	10.62852834
624	10.62576659
625	10.62236574
626	10.61811706
627	10.61728589
628	10.61466498
629	10.6065802
630	10.60381704
631	10.60044952
632	10.59131072
633	10.58410468
634	10.57984238
635	10.57700828
636	10.57534654
637	10.57071094
638	10.56394518
639	10.55952274
640	10.55589793
641	10.55470242
642	10.54785973
643	10.5460984
644	10.54350116
645	10.53921803
646	10.5356942
647	10.52635042
648	10.52493096
649	10.52419421
650	10.52247668
651	10.52036302
652	10.51732856
653	10.51654712
654	10.51460396
655	10.51050835
656	10.50572003
657	10.50171173
658	10.49296694
659	10.4913719
660	10.4888959
661	10.48728358
662	10.48400513
663	10.48157651
664	10.48033011
665	10.47848484
666	10.4728638
667	10.47161087
668	10.4704061
669	10.46139951
670	10.45831037
671	10.45527854
672	10.45518904
673	10.45061633
674	10.44948504
675	10.44684778
676	10.44549415
677	10.44365228
678	10.44288505
679	10.44122954
680	10.43838206
681	10.43560886
682	10.43087071
683	10.42585106
684	10.42311906
685	10.42211662
686	10.41850085
687	10.4157058
688	10.40940323
689	10.4047372
690	10.40276827
691	10.40049513
692	10.39439361
693	10.38866647
694	10.38427659
695	10.38231356
696	10.378823
697	10.37359164
698	10.37088992
699	10.36474673
700	10.3617942
701	10.36025265
702	10.35862448
703	10.35599702
704	10.35156679
705	10.34809322
706	10.34406066
707	10.34111643
708	10.3395993
709	10.3390088
710	10.33704743
711	10.33384065
712	10.33124076
713	10.32686511
714	10.32566034
715	10.32311218
716	10.3185572
717	10.31093561
718	10.30628651
719	10.30124363
720	10.29910441
721	10.29770117
722	10.29372406
723	10.28765279
724	10.28569172
725	10.28497961
726	10.27689369
727	10.27247336
728	10.27131389
729	10.26974437
730	10.26748557
731	10.26223292
732	10.26212649
733	10.25974755
734	10.25800739
735	10.25303829
736	10.25066052
737	10.24872362
738	10.24714681
739	10.24361095
740	10.23812718
741	10.23671983
742	10.23458244
743	10.23222135
744	10.22520957
745	10.22257793
746	10.21811437
747	10.21803407
748	10.21540833
749	10.21289994
750	10.21096744
751	10.20905371
752	10.2089943
753	10.20468545
754	10.20098926
755	10.19516253
756	10.1876046
757	10.18638713
758	10.18264227
759	10.17733599
760	10.17598135
761	10.17526054
762	10.17375131
763	10.17205421
764	10.16645145
765	10.16350809
766	10.16113688
767	10.15956429
768	10.14979306
769	10.14704827
770	10.14436742
771	10.14034138
772	10.13863485
773	10.13633951
774	10.13560529
775	10.13258353
776	10.13202255
777	10.12603581
778	10.12244174
779	10.119053
780	10.11663248
781	10.11454241
782	10.11258959
783	10.11112255
784	10.1101306
785	10.10732755
786	10.10613707
787	10.10552576
788	10.10230487
789	10.09987667
790	10.09805137
791	10.09705798
792	10.0930938
793	10.09101933
794	10.09060891
795	10.08747887
796	10.08587526
797	10.08456729
798	10.08235652
799	10.08087215
800	10.07412033
801	10.0731943
802	10.07088763
803	10.06761734
804	10.06428508
805	10.06250626
806	10.06243341
807	10.05385023
808	10.05245782
809	10.05115053
810	10.04980608
811	10.04892201
812	10.04547629
813	10.0420129
814	10.03924186
815	10.03292322
816	10.03206771
817	10.0312426
818	10.03116977
819	10.02672964
820	10.02523163
821	10.02372331
822	10.02064021
823	10.0142108
824	10.01193035
825	10.00777929
826	10.00106813
827	10.00096785
828	9.99502069
829	9.988897761
830	9.9873278
831	9.983666578
832	9.977906567
833	9.976629541
834	9.973099697
835	9.970666927
836	9.965105175
837	9.964073803
838	9.962634303
839	9.96136657
840	9.959750219
841	9.958523872
842	9.955990471
843	9.954096445
844	9.949846451
845	9.947194571
846	9.94256423
847	9.939942186
848	9.932064593
849	9.928743943
850	9.926843974
851	9.925227788
852	9.924205511
853	9.923500701
854	9.922076889
855	9.921381704
856	9.92106337
857	9.916728255
858	9.909172841
859	9.908491172
860	9.906587569
861	9.904164164
862	9.903304819
863	9.901979995
864	9.896994329
865	9.895374166
866	9.895027731
867	9.891551782
868	9.887319777
869	9.884339373
870	9.884252304
871	9.883813905
872	9.883750369
873	9.882695742
874	9.879665705
875	9.874737297
876	9.873071403
877	9.871620603
878	9.869767327
879	9.869696891
880	9.868020409
881	9.867329781
882	9.865573066
883	9.865083362
884	9.86350482
885	9.862061171
886	9.855511481
887	9.852051097
888	9.849065401
889	9.843849074
890	9.83748415
891	9.835206303
892	9.835153113
893	9.834666286
894	9.830956893
895	9.825205682
896	9.824784754
897	9.823257781
898	9.817023415
899	9.814613046
900	9.812569137
901	9.810968907
902	9.809457578
903	9.807511045
904	9.804804946
905	9.804746112
906	9.801512955
907	9.801453033
908	9.796743168
909	9.788689733
910	9.785083076
911	9.782717322
912	9.77848436
913	9.77721769
914	9.774483151
915	9.773634651
916	9.770494618
917	9.764465915
918	9.759948288
919	9.757508313
920	9.754578741
921	9.752122539
922	9.748660821
923	9.74483071
924	9.741533464
925	9.734388347
926	9.73145362
927	9.730701025
928	9.730645075
929	9.724620533
930	9.72164874
931	9.719182756
932	9.717067919
933	9.716753337
934	9.716717024
935	9.706318983
936	9.701327984
937	9.695586262
938	9.692984132
939	9.692679002
940	9.684742268
941	9.682388853
942	9.679121919
943	9.678519768
944	9.675170727
945	9.671726031
946	9.670498308
947	9.669653658
948	9.667476309
949	9.660877208
950	9.659741601
951	9.658708437
952	9.658006397
953	9.655574196
954	9.653487634
955	9.653402426
956	9.651514369
957	9.649110043
958	9.645357816
959	9.644870538
960	9.642696405
961	9.638258376
962	9.636410342
963	9.635337429
964	9.632302528
965	9.630847595
966	9.6307938
967	9.629753114
968	9.629188729
969	9.628384745
970	9.625967448
971	9.620070468
972	9.616905967
973	9.612948008
974	9.612172132
975	9.611525938
976	9.608515185
977	9.604370107
978	9.599873684
979	9.598881365
980	9.594370093
981	9.589241409
982	9.587411751
983	9.586956303
984	9.583539052
985	9.582166466
986	9.580835164
987	9.576494496
988	9.572905967
989	9.56911939
990	9.56561348
991	9.564753152
992	9.561513348
993	9.561513204
994	9.56070985
995	9.559309804
996	9.55653616
997	9.551437049
998	9.546248424
999	9.544059755
